id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
8969539,The Reef House Belize 3/2 + Pool + 1/1 Apt Option,41327997,Sharilyn,Belize,Belize Islands,17.73681,-88.02844,Entire home/apt,514,2,185,2024-07-30,1.68,1,288,18,
8992793,Pedestal Monkey Reserve AC/WIFI/FREE SHUTTLE.,71837120,Mel,Belize,Belize Mainland,17.55699,-88.53317,Entire home/apt,174,1,259,2024-12-14,2.37,1,324,42,
9043364,Parrot Nest Treehousy Cabana (Gold Standard),22923135,Parrot Nest,Cayo,Cayo,17.17524,-89.10852,Private room,117,2,184,2024-12-25,1.65,8,329,16,
9063035,Bungalow Cottage at duPlooy's,44199832,Judy,Cayo,Cayo,17.13852,-89.04982,Private room,,1,0,,,1,0,0,
9110114,Reef Cottage - Low Caye Cottages,47480777,Jeff,Belize,Belize Islands,17.73994,-88.02725,Entire home/apt,373,1,25,2024-07-23,0.23,3,292,10,
9110318,Coral Cottage - Low Caye Cottages,47480777,Jeff,Belize,Belize Islands,17.74112,-88.02661,Entire home/apt,373,3,47,2024-11-17,0.45,3,295,10,
9195897,Scarlet Macaw Room w/AC @ All Seasons Belize,16831666,Tyler And Val,Stann Creek,Stann Creek Mainland,16.85169,-88.27929,Private room,222,1,37,2024-05-30,0.35,13,322,9,
9252125,Maya Breeze Beach Cabin A,45000999,Maya,Stann Creek,Stann Creek Mainland,16.61487,-88.35507,Entire home/apt,,1,2,2018-12-28,0.02,4,0,0,
9268862,"Marin's Guesthouse Sun, Gecko Units",10546084,Michele,Belize,Belize Islands,17.74245,-88.0241,Private room,,2,4,2020-01-03,0.05,8,0,0,
9269132,"Marin's Guesthouse Sun, Gecko Units",10546084,Michele,Belize,Belize Islands,17.74186,-88.0248,Private room,,2,38,2020-02-25,0.35,8,0,0,
9272745,"Marin's Guesthouse Sun, Gecko Units",10546084,Michele,Belize,Belize Islands,17.74217,-88.02449,Private room,151,2,21,2020-02-21,0.19,8,0,0,
9273451,"Marin's Guesthouse Sun, Gecko Units",10546084,Michele,Belize,Belize Islands,17.76,-88.02688,Private room,151,2,27,2020-01-04,0.25,8,0,0,
9274044,"Marin's Guesthouse Sun, Gecko Units",10546084,Michele,Belize,Belize Islands,17.74222,-88.02392,Private room,151,2,27,2020-02-07,0.25,8,0,0,
9274696,"Marin's Guesthouse Sun, Gecko Units",10546084,Michele,Belize,Belize Islands,17.74097,-88.02603,Private room,151,2,30,2020-02-10,0.27,8,0,0,
9275263,"Marin's Guesthouse Sun, Gecko Units",10546084,Michele,Belize,Belize Islands,17.74163,-88.02621,Private room,151,2,31,2019-03-05,0.28,8,0,0,
9280432,"Tropical Casita,  On The  Shores Of The Caribbean",48093824,Jason,Belize,Belize Islands,18.03518,-87.89714,Entire home/apt,301,3,27,2024-12-26,0.25,1,260,8,
9408664,Close to town but in the country,48785884,Barbara And Bart,Orange Walk,Orange Walk,18.08042,-88.54033,Private room,57,1,109,2024-12-01,0.99,1,328,14,
9424006,Tranquil Belize Gem,48856854,Rose & Nancy,Cayo,Cayo,17.15288,-89.07652,Entire home/apt,111,2,42,2022-01-09,0.43,2,0,0,
9458441,Friends & Family 2-bedroom Suite Gold Standard),49014327,Hummingbird Island,Belize,Belize Islands,17.90952491760254,-87.9726791381836,Entire home/apt,335,2,83,2024-12-10,0.75,5,296,11,
9460007,Sunrise King Suite 2-A (Gold Standard),49014327,Hummingbird Island,Belize,Belize Islands,17.90968894958496,-87.97258758544922,Entire home/apt,260,2,74,2024-12-16,0.68,5,266,15,
9461471,Skipper's studio 3C (Gold Standard),49014327,Hummingbird Island,Belize,Belize Islands,17.909727096557617,-87.9726333618164,Hotel room,208,2,92,2024-08-08,0.84,5,342,14,
9485934,Bad Kitty Beach House Blue Hole Long Caye,49166199,Madison Cinnamon,Belize,Belize Islands,17.2065649,-87.5951834,Entire home/apt,204,3,26,2024-11-20,0.25,5,351,8,
9508682,suite,48970192,Lucy,Cayo,Cayo,17.15905,-89.06523,Private room,121,1,0,,,2,365,0,
9510905,Purple Pearl Cottage,47480777,Jeff,Belize,Belize Islands,17.7411,-88.02742,Entire home/apt,373,3,45,2024-12-02,0.42,3,290,9,
9545048,standard room,48970192,Lucy,Cayo,Cayo,17.15136,-89.07465,Private room,,2,6,2024-03-03,0.06,2,365,2,
9597407,Chila’s Luna Room,9430792,Chila,Belize,Belize Islands,17.74865,-88.02367,Entire home/apt,154,3,233,2024-12-05,2.16,4,325,25,
9736869,"Explore, Enjoy Belize an relax home",50236830,Alma,Cayo,Cayo,17.27631,-88.71624,Entire home/apt,,2,0,,,1,0,0,
9807727,Lucky Dreamer Lodge~Jungle & Riverside Retreat,35805826,Cheryl & Jeff,Cayo,Cayo,17.130432,-89.058754,Entire home/apt,237,1,259,2024-12-18,2.48,2,277,28,
9848776,Weezie's Oceanfront Hotel Small Studio,6334784,Tom,Belize,Belize Islands,17.73582,-88.0268,Entire home/apt,424,1,128,2024-12-20,1.17,12,193,22,
9864801,The Island Cove Studio Apartment #4,43775096,Katrina,Belize,Belize Islands,17.9189,-87.96273,Entire home/apt,111,60,35,2022-02-11,0.32,1,365,0,
9934974,Orchid Room w/AC @ All Seasons Belize,16831666,Tyler And Val,Stann Creek,Stann Creek Mainland,16.85202,-88.27968,Private room,232,1,60,2024-09-02,0.58,13,271,4,
9957366,Superb modern house with pool for bird lovers,4768636,Katia,Cayo,Cayo,17.1621,-89.0418,Entire home/apt,622,3,97,2024-12-06,0.90,1,124,18,
10068252,Horse Cottage # 5,51172579,Nathalie,Corozal,Corozal,18.34597,-88.15251,Entire home/apt,111,1,59,2024-12-14,0.54,4,355,5,
10068754,Horse Cottage # 1,51172579,Nathalie,Corozal,Corozal,18.34602,-88.15238,Entire home/apt,141,1,69,2024-12-18,0.63,4,354,8,
10129552,River Park Inn Room 1,51983681,Jesica,Cayo,Cayo,17.16958,-89.0703,Private room,91,1,2,2023-03-23,0.03,3,365,0,
10152996,River Park Inn Room 3,51983681,Jesica,Cayo,Cayo,17.16908,-89.06945,Private room,101,1,1,2023-01-06,0.04,3,365,0,
10247854,Great Cabana sleeps 4 with pool - Lizard,2267459,Tropical Dreams,Belize,Belize Islands,17.73886,-88.02588,Entire home/apt,263,2,227,2024-12-19,2.11,4,318,41,
10252481,Hummingbird House -Birdhouses Luis and Lucrecia.,52702883,Birdhouses Luis & Lucrecia,Belize,Belize Islands,17.73917,-88.02818,Entire home/apt,348,2,340,2024-12-07,3.12,2,310,35,
10264913,La Casita,52665457,Vanessa,Stann Creek,Stann Creek Mainland,17.03395,-88.51869,Entire home/apt,131,1,14,2023-01-26,0.13,9,314,0,
10295836,Weezie's Oceanfront Hotel Loft Studio,6334784,Tom,Belize,Belize Islands,17.74048,-88.02517,Entire home/apt,504,1,121,2024-11-05,1.13,12,209,9,
10363638,Chila’s Sol Room,9430792,Chila,Belize,Belize Islands,17.74918,-88.02397,Entire home/apt,141,3,163,2024-12-23,1.51,4,280,18,
10514308,Sunset King Suite 3-D (Gold Standard),49014327,Hummingbird Island,Belize,Belize Islands,17.90964698791504,-87.9726333618164,Entire home/apt,240,2,54,2024-07-29,0.51,5,282,6,
10523416,Cottage Parrot at SunCreekLodge,54254514,Marisa,Toledo,Toledo Mainland,16.20873,-88.919134,Entire home/apt,154,2,23,2024-12-09,0.22,3,345,3,
10698102,WHOLE HOUSE Secluded Hideaway,682330,Lee,Cayo,Cayo,17.169,-89.11207,Entire home/apt,,4,7,2019-05-18,0.07,1,0,0,
10702654,Gumbo Limbo - Go Slow Cabana,28119422,Aria & Ben,Belize,Belize Islands,17.73801,-88.02625,Entire home/apt,194,1,226,2024-12-27,2.12,4,232,18,
10744438,"BEACH and OCEAN VIEW! SECRET BEACH CABANAS, Green",55546205,Aimee & Mike,Belize,Belize Islands,17.97316,-87.9717,Private room,253,1,230,2024-12-13,2.23,4,298,26,
10851488,"Secret Beach Cabanas, Orange Cabana w/ OCEAN VIEW",55546205,Aimee & Mike,Belize,Belize Islands,17.97316,-87.9717,Private room,213,1,279,2024-11-29,2.68,4,327,33,
10851898,Tradewinds  Beach Cabanas Venus,56207939,Janice,Stann Creek,Stann Creek Mainland,16.51457,-88.36439,Entire home/apt,212,3,94,2024-03-01,0.88,3,306,1,
10857678,Gecko Cabin,52665457,Vanessa,Stann Creek,Stann Creek Mainland,17.03307,-88.51947,Private room,91,1,1,2020-03-05,0.02,9,322,0,
11010397,Tree Frog Cabin,52665457,Vanessa,Stann Creek,Stann Creek Mainland,17.03224,-88.51744,Private room,91,1,4,2024-03-31,0.06,9,322,1,
11015225,Fern Cabin,52665457,Vanessa,Stann Creek,Stann Creek Mainland,17.03385,-88.51719,Private room,91,1,8,2022-01-01,0.10,9,317,0,
11034081,Cohune Palms River Cabanas: Agouti Cabana,57260493,Bevin,Cayo,Cayo,17.17208,-89.10904,Private room,369,1,40,2024-03-13,0.37,4,345,4,
11057764,Jacamar Cabin,52665457,Vanessa,Stann Creek,Stann Creek Mainland,17.03345,-88.51738,Private room,91,1,3,2019-12-24,0.04,9,304,0,
11058617,"Casa de Amigos, Island Townhome",13353827,Dennis,Stann Creek,Stann Creek Mainland,16.509845733642578,-88.37256622314453,Entire home/apt,628,2,18,2024-06-04,0.17,1,305,2,
11058732,Blue Morpho Cabin,52665457,Vanessa,Stann Creek,Stann Creek Mainland,17.03339,-88.51805,Private room,91,1,9,2019-03-10,0.10,9,306,0,
11059068,Coati Cabin,52665457,Vanessa,Stann Creek,Stann Creek Mainland,17.03395,-88.51921,Private room,91,1,7,2019-04-01,0.07,9,292,0,
11160457,Villa Boscardi-Queen Room Suite,13406334,Francoise,Belize,Belize Mainland,17.51378,-88.21722,Private room,264,1,5,2024-11-25,0.05,8,295,3,
11179613,Villa Boscardi-Queen Room Suite,13406334,Francoise,Belize,Belize Mainland,17.51372,-88.21497,Private room,264,1,20,2024-09-13,0.33,8,308,8,
11179966,Villa Boscardi- 1 Bedroom King Room,13406334,Francoise,Belize,Belize Mainland,17.51276,-88.21511,Private room,250,1,1,2017-04-14,0.01,8,292,0,
11180125,Villa Boscardi-1 Bedroom King Room,13406334,Francoise,Belize,Belize Mainland,17.51534,-88.2169,Private room,250,1,8,2024-07-26,0.08,8,280,4,
11180541,Villa Boscardi-1 Bedroom Queen Room,13406334,Francoise,Belize,Belize Mainland,17.51382,-88.21737,Private room,250,1,16,2023-11-12,0.16,8,305,0,
11180758,Villa Boscardi-1 Bedroom Queen Room,13406334,Francoise,Belize,Belize Mainland,17.51334,-88.21705,Private room,250,1,20,2024-06-10,0.57,8,306,5,
11180978,Villa Boscardi-1 Bedroom King Room,13406334,Francoise,Belize,Belize Mainland,17.51354,-88.21565,Private room,291,1,6,2023-01-28,0.06,8,288,0,
11204270,Placencia Villas: Parrot Studio,58097670,Lacey,Stann Creek,Stann Creek Mainland,16.514322,-88.366852,Hotel room,262,1,62,2024-01-26,0.58,11,318,1,
11454302,Tradewinds Beach Cabanas  Queen Conch,56207939,Janice,Stann Creek,Stann Creek Mainland,16.51441,-88.36364,Entire home/apt,212,3,18,2023-02-16,0.17,3,314,0,
11604779,Casa Tortuga Villa at Ambergris Caye,61411749,Margaret,Belize,Belize Islands,17.92137,-87.96109,Entire home/apt,,5,11,2024-09-19,0.13,1,0,1,
11621335,Leslie's Private Paradise (Log Cabin),44621173,Bobby,Cayo,Cayo,17.22925,-88.8392,Entire home/apt,202,2,37,2024-01-10,0.35,3,245,1,
11635188,Tradewinds Paradise Villas Oceanfront 23B,61657131,Tradewinds,Belize,Belize Islands,17.92244,-87.95997,Private room,454,5,21,2024-02-07,0.20,6,191,1,
11756988,The Moonflower Suite: A Private Beachfront Retreat,32483130,Casey,Stann Creek,Stann Creek Mainland,16.52084,-88.36842,Entire home/apt,835,2,35,2024-08-10,0.38,3,278,7,
11841086,The Cahal Pech Cabanas,63093198,Cahal,Cayo,Cayo,17.14267,-89.08045,Private room,,3,0,,,1,0,0,
11882911,Full 2 Bdrm House Blue Roof,63361071,Wooden Mongoose,Stann Creek,Stann Creek Mainland,16.58489,-88.36444,Entire home/apt,236,2,52,2024-07-14,0.49,2,36,5,
11938416,The Bodhi Tree- Sea Views- Gold Standard Certified,5960692,Leah,Belize,Belize Islands,17.74026,-88.03155,Entire home/apt,229,2,174,2024-09-07,1.66,1,289,22,
12109606,Family House/ 3 Bedrooms/ Pool Access/ Garden View,22825438,Bart,Cayo,Cayo,17.149736,-89.057838,Entire home/apt,,3,32,2024-06-11,0.35,10,0,4,
12127992,Tradewinds Beach Cabanas room 1,56207939,Janice,Stann Creek,Stann Creek Mainland,16.51458,-88.3639,Private room,123,3,15,2024-12-02,0.14,3,259,1,
12172094,"Stunning Caribbean Views. Beach, Pool, Kayaks.",65390255,Sunrise,Belize,Belize Islands,18.006937,-87.911462,Entire home/apt,1190,1,23,2024-11-24,0.22,30,256,6,
12177954,Gorgeous Green House 2 Bedroom ACTV CasitaVerde-MB,12050173,Jianjun,Cayo,Cayo,17.16523,-89.06884,Private room,,3,7,2023-03-23,0.07,8,362,0,
12228567,Casa del Rai..Perfect Location with Roof top Pool,38766913,Aileen,Belize,Belize Islands,17.92116,-87.96102,Entire home/apt,430,2,38,2024-10-26,0.39,4,302,5,
12285551,"Casa Magdaluz, Just remodeled!!",66104349,Jose Jaime,Belize,Belize Islands,17.92391,-87.95929,Entire home/apt,353,1,164,2024-11-05,1.56,2,270,19,
12301636,Lamanai Riverside Retreat R2,66323470,Pelayo’s,Orange Walk,Orange Walk,18.077669143676758,-88.55770874023438,Private room,,1,44,2024-03-26,0.43,4,358,4,
12385623,Enjoy Life in San Ignacio in Cute Bedsit,65911681,David,Cayo,Cayo,17.14961,-89.07803,Entire home/apt,,28,3,2017-01-11,0.03,1,364,0,
12395099,Standard Condo Near Beach Queen Bed AC TV Pool-GB,12050173,Jianjun,Belize,Belize Islands,17.91246,-87.97245,Private room,,28,17,2020-03-31,0.16,8,358,0,
12402163,Slo-N-Ez Villa -West bay Ocean View- Gold Standard,36212095,Amiela,Belize,Belize Islands,17.74062,-88.03372,Entire home/apt,332,2,22,2024-04-05,0.22,5,276,9,
12546258,White Orchid Villa Belize,67991047,Rupa,Stann Creek,Stann Creek Mainland,16.84208,-88.27367,Entire home/apt,341,3,37,2024-11-23,0.39,1,181,3,
12603115,"Large room, two big beds with spa shower and AC!",3726010,Diana,Belize,Belize Islands,17.910724639892578,-87.97432708740234,Entire home/apt,198,1,171,2024-05-26,1.62,8,353,10,
12679958,Luxury 2BR Lakefront Placencia Peninsula 1st-floo,76414486,Vacasa Belize,Stann Creek,Stann Creek Mainland,16.59942,-88.35778,Entire home/apt,,2,62,2024-12-07,0.61,215,363,12,
12681784,"Unique studio with amazing views, pool",76414486,Vacasa Belize,Stann Creek,Stann Creek Mainland,16.60171,-88.35643,Entire home/apt,192,2,52,2024-09-23,0.50,215,364,4,
12725571,Private Beachfront Apartment on the Caribbean Sea,32483130,Casey,Stann Creek,Stann Creek Mainland,16.52084,-88.36857,Entire home/apt,535,2,59,2024-08-17,0.62,3,272,5,
12726410,Private Beachfront Apartment on the Caribbean,32483130,Casey,Stann Creek,Stann Creek Mainland,16.52101,-88.36847,Entire home/apt,535,2,11,2024-12-01,0.11,3,293,4,
12761558,"Cottage on the Canal - Pool, Views, Kitchen, Queen",39978262,Mary Annette Rita,Corozal,Corozal,18.39794,-88.394193,Entire home/apt,263,1,16,2024-05-18,0.18,2,312,3,
12823760,Villa Cayo Guest House # 3,37610562,Virginia,Cayo,Cayo,17.14674,-89.04842,Entire home/apt,293,3,69,2024-08-02,0.66,6,330,4,
12868335,Gumbo Limbo - SEA-ESTA Studio apartment,28119422,Aria & Ben,Belize,Belize Islands,17.738147735595703,-88.02611541748047,Entire home/apt,194,1,179,2024-12-16,1.71,4,275,26,
12954614,Chapito's 1. Gold Standard,911311,Hilda,Belize,Belize Islands,17.74066,-88.0258,Entire home/apt,109,1,106,2024-05-09,1.03,11,291,15,
12980613,Coral Queen Suite-Perfect Beach Front Location 09,71120105,Joan,Belize,Belize Islands,17.9358,-87.95194,Entire home/apt,404,3,85,2024-12-18,0.82,7,260,18,
12984190,Beach Front King Suite-full kitchen-LocAAAtion! 08,71120105,Joan,Belize,Belize Islands,17.93193,-87.95515,Entire home/apt,474,3,73,2024-12-14,0.71,7,0,21,
13005690,Tobacco Caye over-the-water Cabana,71725573,Ricardo,Stann Creek,Stann Creek Islands,16.89828,-88.06051,Private room,222,3,67,2024-12-16,1.47,2,51,8,
13005742,Bocawina Rainforest  -   Standard Room,71725573,Ricardo,Stann Creek,Stann Creek Mainland,16.93772,-88.39378,Private room,260,2,17,2024-04-27,0.21,2,172,3,
13030512,Yocamatsu Caribbean B&B,71994445,Greg,Belize,Belize Islands,17.77777,-88.02541,Private room,301,1,10,2020-02-08,0.11,1,342,0,
13061080,Cozy Wooden Casita in Suburban Belize City,72343951,Milagro,Belize,Belize Mainland,17.50767,-88.20061,Entire home/apt,,3,0,,,1,0,0,
13064185,"Beautiful 2 Bedroom HOUSE Pool, Ocean Views",39978262,Mary Annette Rita,Corozal,Corozal,18.39794,-88.39419,Entire home/apt,315,1,31,2024-02-20,0.31,2,348,2,
13107625,Comfy Apartment: Island Tide Villa: 1 Bed/Bath,27842054,Belize Tropical Dream Villas,Belize,Belize Islands,17.9128,-87.96898,Entire home/apt,272,1,63,2024-04-03,0.62,6,282,1,
13239531,Beach House feet away from the Caribbean Sea,70387245,Ceni,Belize,Belize Islands,17.91643,-87.96458,Entire home/apt,282,3,167,2024-11-16,1.60,2,338,15,
13314067,"Garden Queen Suite 1 BR, 1BA, Full Kitchen  810",71120105,Joan,Belize,Belize Islands,17.93608,-87.95198,Private room,333,3,100,2024-04-12,0.98,7,246,6,
13410736,Julia's Cabanas - 2nd Floor Apartment #7,76373228,Marcy,Stann Creek,Stann Creek Mainland,16.51891,-88.36753,Hotel room,204,2,58,2024-03-02,0.58,7,281,5,
13437617,Sarkiki - Beach Villas,76677074,Linda,Stann Creek,Stann Creek Mainland,16.83617,-88.26806,Entire home/apt,464,1,21,2024-12-10,0.22,2,339,7,
13522909,Yellow Head Room at Rock Farm Guest House,77690659,Nikki,Cayo,Cayo,17.24691,-88.80214,Hotel room,,999,13,2017-12-30,0.13,5,365,0,
13583537,Sanpopo TreeTop Home Feels Like Your In the Jungle,78413902,Peter,Cayo,Cayo,17.15588,-89.08297,Entire home/apt,154,1,453,2024-12-18,4.43,4,293,59,
13635561,Capital Haven Guest House,79075770,Miguel,Cayo,Cayo,17.25776,-88.76825,Entire home/apt,227,1,85,2024-12-28,0.83,1,337,16,
13652906,"Beach and Ocean Views! Secret Beach Cabanas, Blue",55546205,Aimee & Mike,Belize,Belize Islands,17.974073,-87.971413,Private room,363,1,63,2024-12-06,0.65,4,329,10,
13666708,Casa Azriel,66104349,Jose Jaime,Belize,Belize Islands,17.92631,-87.95839,Entire home/apt,,1,159,2024-08-19,1.60,2,0,8,
13753542,Toucan Room at Rock Farm Guest House,77690659,Nikki,Cayo,Cayo,17.24662,-88.80087,Hotel room,,999,9,2020-02-15,0.10,5,365,0,
13779894,Hummingbird Room at Rock Farm Guest House,77690659,Nikki,Cayo,Cayo,17.24556,-88.80304,Hotel room,,999,7,2018-01-11,0.07,5,365,0,
13845035,Tradewinds Paradise Villas Poolside - 21A,61657131,Tradewinds,Belize,Belize Islands,17.92148,-87.9606,Private room,,4,13,2023-01-10,0.13,6,201,0,
13943443,Villa Turquesa,39447906,Nathalee,Belize,Belize Islands,17.98003,-87.92302,Entire home/apt,,30,13,2024-09-25,0.15,1,5,4,
13953955,Living in the treetop with amazing views,22121955,Herbert,Stann Creek,Stann Creek Mainland,16.6104,-88.35533,Entire home/apt,353,3,85,2024-11-09,0.84,3,252,13,
13971755,River's Edge Rental,83308308,Wendy,Stann Creek,Stann Creek Mainland,16.83555,-88.2833,Entire home/apt,,30,0,,,1,0,0,
14021340,Nomadic Dream:  Beach Please!,18896775,Diane,Belize,Belize Islands,17.74349,-88.0232,Entire home/apt,,180,25,2020-02-07,0.25,1,0,0,
14057722,Chapito's 2.central location 2 bdrm. Gold Standard,911311,Hilda,Belize,Belize Islands,17.74073,-88.02551,Entire home/apt,190,1,103,2024-04-14,1.00,11,89,13,
14106721,Rainforest Retreat Mini Apartment,84937380,Marta,Cayo,Cayo,17.24945,-88.76169,Private room,81,1,5,2024-08-18,0.05,7,363,1,
14205713,Nelly's Guest House,86166825,Priscilla,Cayo,Cayo,17.24103,-88.75483,Private room,202,1,0,,,1,365,0,
14237777,"Sustainable, Eco friendly, Comfortably Numb",48844936,Cindy,Belize,Belize Islands,17.73012,-88.03675,Entire home/apt,353,3,124,2024-03-16,1.22,3,116,8,
14414438,Julia's Cabanas: Room #1,76373228,Marcy,Stann Creek,Stann Creek Mainland,16.51875,-88.36745,Hotel room,143,2,32,2024-03-26,0.33,7,292,4,
14428809,The Tree House: Comfort with a Relaxed Island Vibe,88796268,Lorna,Belize,Belize Islands,17.97207,-87.92902,Entire home/apt,383,5,25,2024-12-04,0.26,1,300,3,
14482796,Weezie's Oceanfront Hotel Large Studio,6334784,Tom,Belize,Belize Islands,17.73553,-88.02711,Entire home/apt,497,1,18,2024-08-31,0.24,12,209,4,
14484119,Belizean Beach Front Condo - Tres Cocos Resort 402,85339670,Tres Cocos Resort,Belize,Belize Islands,17.93454,-87.95304,Entire home/apt,866,3,20,2024-01-31,0.20,22,283,1,
14486190,TREEHOUSE close to everything! Great wifi!,3726010,Diana,Belize,Belize Islands,17.910724639892578,-87.97432708740234,Private room,177,1,214,2024-10-12,2.10,8,340,22,
14651096,Hummingbird Rest for a 'Jungle Experience' in Town,78413902,Peter,Cayo,Cayo,17.15749,-89.07782,Entire home/apt,129,1,401,2024-12-17,3.98,4,261,54,
14671120,Belize Cultural Adventure Guesthouse - Rose Room,91023643,Belize Cultural,Cayo,Cayo,17.23455,-88.8334,Private room,,2,0,,,1,0,0,
14711605,Luxury 3-Story Waterfront Villa with Pool,72483617,Kathleen,Stann Creek,Stann Creek Mainland,16.63723,-88.33731,Entire home/apt,,6,6,2024-10-21,0.14,30,189,1,
14732433,Large 5+ Bedroom Oceanfront w/ Pier and Pool,72483617,Kathleen,Stann Creek,Stann Creek Mainland,16.58632,-88.36199,Entire home/apt,3027,6,24,2024-11-06,0.40,30,203,3,
14768762,Villa Cayo Guest House #4,37610562,Virginia,Cayo,Cayo,17.14594,-89.05047,Entire home/apt,293,3,85,2024-11-08,0.86,6,316,18,
14786907,"Gold Standard, Quiet, Full House, Sleeps 6",63361071,Wooden Mongoose,Stann Creek,Stann Creek Mainland,16.5842,-88.36338,Entire home/apt,212,1,68,2024-11-17,0.71,2,277,15,
14827736,"BAYSHORE Bijou Suites - ""JADE Suite""",23621424,Tati,Stann Creek,Stann Creek Mainland,16.61474,-88.35447,Hotel room,206,2,33,2023-02-15,0.34,4,0,0,
14828140,"BAYSHORE Bijou Suites - ""CRYSTAL Suite""",23621424,Tati,Stann Creek,Stann Creek Mainland,16.61651,-88.35575,Hotel room,206,2,34,2023-03-03,0.35,4,0,0,
